Customer,Store ID Customer,STORE_ID,STORE_NAME,Store Name TH,Province TH,Region TH,Active-Inactive
โกลบอลเฮ้าส์,GH-193,S00311,GH-PRON_CHAROEN-BUENGKAN,พรเจริญ,บึงกาฬ,ภาคตะวันออกเฉียงเหนือ,Active
โกลบอลเฮ้าส์,GH-138,S00330,GH-PHAYAO,พะเยา,พะเยา,ภาคเหนือ,Active
โกลบอลเฮ้าส์,GH-168,S00197,GH-PHANG_KHON-SAKONNAKHON,พังโคน,สกลนคร,ภาคตะวันออกเฉียงเหนือ,Active
โกลบอลเฮ้าส์,GH-161,S00453,GH-PHATTHALUNG,พัทลุง,พัทลุง,ภาคใต้,Active
โกลบอลเฮ้าส์,GH-188,S00479,GH-PAN-CHIANGRAI,พาน,เชียงราย,ภาคเหนือ,Active
โกลบอลเฮ้าส์,GH-192,S00448,GH-PHICHIT,พิจิตร,พิจิตร,ภาคเหนือ,Active
โกลบอลเฮ้าส์,GH-201,S00396,GH-PHIMAI-NAKHONRATCHASIMA,พิมาย,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,Active
โกลบอลเฮ้าส์,GH-120,S00365,GH-PHITSANULOK,พิษณุโลก,พิษณุโลก,ภาคเหนือ,Active
โกลบอลเฮ้าส์,GH-164,S00212,GH-PHUKET,ภูเก็ต,ภูเก็ต,ภาคใต้,Active
โกลบอลเฮ้าส์,GH-112,S00354,GH-MAHASARAKHAM,มหาสารคาม,มหาสารคาม,ภาคตะวันออกเฉียงเหนือ,Active
โกลบอลเฮ้าส์,GH-122,S00419,GH-MUKDAHAN,มุกดาหาร,มุกดาหาร,ภาคตะวันออกเฉียงเหนือ,Active
โกลบอลเฮ้าส์,GH-158,S00185,GH-YASOTHON,ยโสธร,ยโสธร,ภาคตะวันออกเฉียงเหนือ,Active
โกลบอลเฮ้าส์,GH-101,S00361,GH-ROIET,ร้อยเอ็ด,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,Active
โกลบอลเฮ้าส์,GH-194,S00269,GH-RANONG,ระนอง,ระนอง,ภาคใต้,Active
โกลบอลเฮ้าส์,GH-105,S00421,GH-RAYONG,ระยอง,ระยอง,ภาคตะวันตกและตะวันออก,Active
โกลบอลเฮ้าส์,GH-108,S00258,GH-RATCHABURI,ราชบุรี,ราชบุรี,ภาคตะวันตกและตะวันออก,Active
โกลบอลเฮ้าส์,GH-132,S00525,GH-LOPBURI,ลพบุรี,ลพบุรี,ภาคตะวันตกและตะวันออก,Active
โกลบอลเฮ้าส์,GH-199,S02247,GH-LADYAO-NAKHONSAWAN,ลาดยาว,นครสวรรค์,ภาคเหนือ,Active
โกลบอลเฮ้าส์,GH-207,S00588,GH-LAM_PHAI_MAT-BURIRAM,ลำปลายมาศ,บุรีรัมย์,ภาคตะวันออกเฉียงเหนือ,Active
โกลบอลเฮ้าส์,GH-124,S00544,GH-LAMPANG,ลำปาง,ลำปาง,ภาคเหนือ,Active
โกลบอลเฮ้าส์,GH-121,S00528,GH-LAMPHUN,ลำพูน,ลำพูน,ภาคเหนือ,Active
โกลบอลเฮ้าส์,GH-208,S02310,GH-WANGTHONG-PHITSANULOK,วังทอง,พิษณุโลก,ภาคเหนือ,Active
โกลบอลเฮ้าส์,GH-151,S00537,GH:SALAYA-NAKHONPATHOM,ศาลายา,นครปฐม,ภาคตะวันตกและตะวันออก,Active
โกลบอลเฮ้าส์,GH-116,S00387,GH-SAKONNAKHON,สกลนคร,สกลนคร,ภาคตะวันออกเฉียงเหนือ,Active
โกลบอลเฮ้าส์,GH-175,S00460,GH-SATUN,สตูล,สตูล,ภาคใต้,Active
โกลบอลเฮ้าส์,GH-212,S02246,GH-SOMDEJ-KALASIN,สมเด็จ,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,Active
โกลบอลเฮ้าส์,GH-144,S00397,GH-SAMUTSONGKHRAM,สมุทรสงคราม,สมุทรสงคราม,ภาคตะวันตกและตะวันออก,Active
โกลบอลเฮ้าส์,GH-209,S00558,GH-SAWANKHALOK-SUKHOTHAI,สวรรคโลก,สุโขทัย,ภาคเหนือ,Active
โกลบอลเฮ้าส์,GH-206,S00515,GH-SAWANGDAEDIN-SAKONNAKHON,สว่างแดนดิน,สกลนคร,ภาคตะวันออกเฉียงเหนือ,Active
โกลบอลเฮ้าส์,GH-156,S00334,GH-SINGBURI,สิงห์บุรี,สิงห์บุรี,ภาคตะวันตกและตะวันออก,Active
โกลบอลเฮ้าส์,GH-128,S00423,GH-SUKHOTHAI,สุโขทัย,สุโขทัย,ภาคเหนือ,Active
โกลบอลเฮ้าส์,GH-154,S00524,GH-SURATTHANI,สุราษฎร์ธานี,สุราษฎร์ธานี,ภาคใต้,Active
โกลบอลเฮ้าส์,GH-119,S00510,GH-SURIN,สุรินทร์,สุรินทร์,ภาคตะวันออกเฉียงเหนือ,Active
โกลบอลเฮ้าส์,GH-114,S00096,GH-NONGKHAI,หนองคาย,หนองคาย,ภาคตะวันออกเฉียงเหนือ,Active
โกลบอลเฮ้าส์,GH-142,S00381,GH-NONGBUALAMPHU,หนองบัวลำภู,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,Active
โกลบอลเฮ้าส์,GH-182,S00320,GH-NONGHAN-UDONTHANI,หนองหาน,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,Active
โกลบอลเฮ้าส์,GH-145,S00450,GH-AYUTTHAYA,อยุธยา,พระนครศรีอยุธยา,ภาคตะวันตกและตะวันออก,Active
โกลบอลเฮ้าส์,NEWGH05,S02350,GH-ARANYAPRATHET-SAKAEO,อรัญประเทศ,สระแก้ว,ภาคตะวันตกและตะวันออก,Not active
โกลบอลเฮ้าส์,GH-159,S00443,GH-ANGTHONG,อ่างทอง,อ่างทอง,ภาคตะวันตกและตะวันออก,Active
โกลบอลเฮ้าส์,GH-103,S00541,GH-UDONTHANI,อุดรธานี,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,Active
โกลบอลเฮ้าส์,GH-162,S00385,GH-UTTARADIT,อุตรดิตถ์,อุตรดิตถ์,ภาคเหนือ,Active
โกลบอลเฮ้าส์,GH-129,S00455,GH-UBONRATCHATHANI,อุบลราชธานี,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,Active
โฮมโปร,S088,S00584,HP:GATEWAY_EKAMAI,เกตเวย์ เอกมัย,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,S096,S00539,HP:GATEWAY_BANGSUE,เกตเวย์ บางซื่อ,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,S802,S00883,HP:GATEWAY_BANGSUE(POWER_LIFE),เกตเวย์ บางซื่อ (เพาเวอร์ไลฟ์),กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,Not active
โฮมโปร,S114,S02210,HP-PHANGAN-SURATTHANI,เกาะพะงัน,สุราษฎร์ธานี,ภาคใต้,Active
โฮมโปร,S604,S00570,HP-KHO_LANTA-KRABI,เกาะลันตา,กระบี่,ภาคใต้,Active
โฮมโปร,S025,S00224,HP-SAMUI-SURATTHANI,เกาะสมุย,สุราษฎร์ธานี,ภาคใต้,Active
โฮมโปร,S117,S02256,HP-SAMUI_2-SURATTHANI,เกาะสมุย 2,สุราษฎร์ธานี,ภาคใต้,Active
โฮมโปร,S036,S00015,HP-KHAOYAI-NAKHONRATCHASIMA,เขาใหญ่,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,Active
โฮมโปร,S108,S00059,HP-CHAOFHA-PHUKET,เจ้าฟ้า,ภูเก็ต,ภาคใต้,Active
โฮมโปร,S112,S00484,HP-CHOENG_THALE-PHUKET,เชิงทะเล,ภูเก็ต,ภาคใต้,Active
โฮมโปร,S065,S00259,HP-CHIANGRAI,เชียงราย,เชียงราย,ภาคเหนือ,Active
โฮมโปร,S603,S00277,HP-TERMINAL21-NAKHONRATCHASIMA,เทอร์มินอล 21 โคราช (โฮมลีฟวิ่ง),นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,Active
โฮมโปร,S021,S00060,HP:PHETKASEM,เพชรเกษม,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,S078,S00115,HP-PHETCHABURI,เพชรบุรี,เพชรบุรี,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,S063,S00139,HP-PHETCHABUN,เพชรบูรณ์,เพชรบูรณ์,ภาคเหนือ,Active
โฮมโปร,S010,S00192,HP:PLEONJIT,เพลินจิต,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,M022,S00092,HP.MH-CHIANGMAI,เมกาโฮม-เชียงใหม่,เชียงใหม่,ภาคเหนือ,Active
โฮมโปร,M012,S00225,HP.MH-CHIANGRAI,เมกาโฮม-เชียงราย,เชียงราย,ภาคเหนือ,Active
โฮมโปร,M026,S02241,HP.MH-WIANG_SA-SURATTHANI,เมกาโฮม-เวียงสระ,สุราษฎร์ธานี,ภาคใต้,Active
โฮมโปร,M002,S00029,HP.MH-MAESOD-TAK,เมกาโฮม-แม่สอด,ตาก,ภาคเหนือ,Active
โฮมโปร,M008,S00107,HP.MH-ROJANA-AYUTTHAYA,เมกาโฮม-โรจนะ,พระนครศรีอยุธยา,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,M005,S00087,HP.MH-KRABINBURI-PRACHINBURI,เมกาโฮม-กบินทร์บุรี,ปราจีนบุรี,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,M016,S00245,HP.MH-CHACHOENGSAO,เมกาโฮม-ฉะเชิงเทรา,ฉะเชิงเทรา,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,M020,S00075,HP.MH:TIWANON-NONTHABURI,เมกาโฮม-ติวานนท์,นนทบุรี,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,M025,S00151,HP.MH-TUNGSONG-NAKHONSITHAMMARAT,เมกาโฮม-ทุ่งสง,นครศรีธรรมราช,ภาคใต้,Active
โฮมโปร,M021,S00194,HP.MH:NAKHONPATHOM,เมกาโฮม-นครปฐม,นครปฐม,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,M011,S00173,HP.MH-NAKHONPHANOM,เมกาโฮม-นครพนม,นครพนม,ภาคตะวันออกเฉียงเหนือ,Active
โฮมโปร,M010,S00755,HP.MH-NAKHONRATCHASIMA,เมกาโฮม-นครราชสีมา,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,Active
โฮมโปร,M004,S00022,HP.MH-BORWIN-CHONBURI,เมกาโฮม-บ่อวิน,ชลบุรี,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,M023,S00120,HP.MH-BANGSAN-CHONBURI,เมกาโฮม-บางแสน,ชลบุรี,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,M014,S00157,HP.MH:BANGNA_TRAD,เมกาโฮม-บางนาตราด,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,M019,S00121,HP.MH:BANGPLEE,เมกาโฮม-บางพลี,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,M013,S00123,HP.MH-BANCHANG-RAYONG,เมกาโฮม-บ้านฉาง,ระยอง,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,M024,S00037,HP.MH-PLUAK_DAENG-RAYONG,เมกาโฮม-ปลวกแดง,ระยอง,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,M015,S00112,HP.MH-PATTAYA-CHONBURI,เมกาโฮม-พัทยา,ชลบุรี,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,M006,S00077,HP.MH:MINBURI,เมกาโฮม-มีนบุรี,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,M001,S00039,HP.MH:RANGSIT,เมกาโฮม-รังสิต,ปทุมธานี,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,M710,S01829,HP.MH:RANGSIT(M710),เมกาโฮม-รังสิต,ปทุมธานี,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,M018,S00101,HP.MH:RATTHANATHIBET,เมกาโฮม-รัตนาธิเบศร์,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,M017,S00072,HP.MH-SURATTHANI,เมกาโฮม-สุราษฎร์ธานี,สุราษฎร์ธานี,ภาคใต้,Active
โฮมโปร,M003,S00073,HP.MH-NONGKHAI,เมกาโฮม-หนองคาย,หนองคาย,ภาคตะวันออกเฉียงเหนือ,Active
โฮมโปร,M009,S00746,HP.MH-HADYAI-SONGKHLA,เมกาโฮม-หาดใหญ่,สงขลา,ภาคใต้,Active
โฮมโปร,M007,S00014,HP.MH-ARANYAPRATHET,เมกาโฮม-อรัญประเทศ,สระแก้ว,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,S048,S00002,HP:MEGA_BANGNA,เมกาบางนา,สมุทรปราการ,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,S066,S00026,HP-LOEI,เลย,เลย,ภาคตะวันออกเฉียงเหนือ,Active
โฮมโปร,S017,S00023,HP:EKKAMAI_RAMINTRA,เอกมัย-รามอินทรา,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,S019,S00267,HP:CHANGWATTANA,แจ้งวัฒนะ,นนทบุรี,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,S060,S00153,HP-PHRAE,แพร่,แพร่,ภาคเหนือ,Active
โฮมโปร,S004,S00533,HP:CENTRAL_FASHION_ISLAND,แฟชั่นไอส์แลนด์,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,Not active
โฮมโปร,S097,S00004,HP:FASHION_ISLAND,แฟชั่นไอส์แลนด์,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,S113,S01828,HP-MAE_SAI-CHIANGRAI,แม่สาย,เชียงราย,ภาคเหนือ,Active
โฮมโปร,S116,S02242,HP-LAEM_CHABANG-CHONBURI,แหลมฉบัง,ชลบุรี,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,S087,S00689,HP:LOTUS_BANGKAE,โลตัส บางแค,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,Not active
โฮมโปร,S034,S00036,HP-KRABI,กระบี่,กระบี่,ภาคใต้,Active
โฮมโปร,S091,S00084,HP:KALLAPRAPRUK,กัลปพฤกษ์,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,S059,S00286,HP-KANCHANABURI,กาญจนบุรี,กาญจนบุรี,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,S608,S00843,HP:KAMPHAENG_SAEN-NAKHONPATHOM,กำแพงแสน,นครปฐม,ภาคตะวันตกและตะวันออก,Not active
โฮมโปร,S610,S01685,HP-KHANOM-NAKHONSITHAMMARAT,ขนอม,นครศรีธรรมราช,ภาคใต้,Not active
โฮมโปร,S027,S00038,HP-KHONKAEN,ขอนแก่น,ขอนแก่น,ภาคตะวันออกเฉียงเหนือ,Active
โฮมโปร,S098,S00034,HP:CHARANSANITWONG,จรัญสนิทวงศ์,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,S612,S01441,HP-CHOMBUENG-RATCHABURI,จอมบึง,ราชบุรี,ภาคตะวันตกและตะวันออก,Not active
โฮมโปร,S055,S00027,HP-CHANTHABURI,จันทบุรี,จันทบุรี,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,S035,S00009,HP-CHALONG-PHUKET,ฉลอง,ภูเก็ต,ภาคใต้,Active
โฮมโปร,S042,S00025,HP-CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,S030,S00196,HP-CHONBURI,ชลบุรี,ชลบุรี,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,S609,S00852,HP-CHA_AM-PHETCHABURI,ชะอำ,เพชรบุรี,ภาคตะวันตกและตะวันออก,Not active
โฮมโปร,S606,S01174,HP-CHAIBADAN-LOPBURI,ชัยบาดาล,ลพบุรี,ภาคตะวันตกและตะวันออก,Not active
โฮมโปร,S082,S00013,HP:CHAIYAPHRUEK,ชัยพฤกษ์,นนทบุรี,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,S064,S00275,HP-CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,ภาคตะวันออกเฉียงเหนือ,Active
โฮมโปร,S056,S00049,HP-CHUMPHON,ชุมพร,ชุมพร,ภาคใต้,Active
โฮมโปร,S106,S00091,HP:SEACON_BANGKAE,ซีคอนบางแค,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,S047,S00067,HP-TRANG,ตรัง,ตรัง,ภาคใต้,Active
โฮมโปร,S074,S00068,HP-THALANG-PHUKET,ถลาง,ภูเก็ต,ภาคใต้,Active
โฮมโปร,S110,S00184,HP-THAB_MA-RAYONG,ทับมา,ระยอง,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,S037,S00080,HP:NAKHONPATHOM,นครปฐม,นครปฐม,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,S038,S00124,HP-NAKHONRATCHASIMA,นครราชสีมา,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,Active
โฮมโปร,S041,S00351,HP-NAKHONSITHAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,ภาคใต้,Active
โฮมโปร,S051,S00198,HP-NAKHONSAWAN,นครสวรรค์,นครสวรรค์,ภาคเหนือ,Active
โฮมโปร,S084,S00164,HP-BANGSARAY-CHONBURI,บางเสร่,ชลบุรี,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,S607,S02218,HP:BANGCHAK_KLUY_NUM_TAI,บางจาก กล้วยน้ำไท,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,Not active
โฮมโปร,S605,S00846,HP:BANGJAK-BANGBUATHONG,บางจาก บางบัวทอง,นนทบุรี,กรุงเทพฯและภาคกลาง,Not active
โฮมโปร,S103,S00011,HP:BANGNA_TRAD_KM_1,บางนา กม.1,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,S107,S00070,HP:BANGBUATHONG-NONTHABURI,บางบัวทอง,นนทบุรี,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,S012,S00201,HP-BIG_C-CHIANGMAI,บิ๊กซี เชียงใหม่,เชียงใหม่,ภาคเหนือ,Active
โฮมโปร,S018,S00081,HP-BIG_C-PATTAYA_CENTER-CHONBURI,บิ๊กซี พัทยากลาง,ชลบุรี,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,S049,S00061,HP-BURIRAM,บุรีรัมย์,บุรีรัมย์,ภาคตะวันออกเฉียงเหนือ,Active
โฮมโปร,S068,S00239,HP-PRACHUAPKHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,S015,S00040,HP:PRACHACHUEN,ประชาชื่น,นนทบุรี,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,S057,S00182,HP-PRACHINBURI,ปราจีนบุรี,ปราจีนบุรี,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,S014,S00003,HP:RAMA2,พระราม 2,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,S083,S00054,HP:RAMA3,พระราม 3,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,S085,S00052,HP:RAMA9,พระราม 9,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,S075,S00033,HP-NORTH_PATTAYA-CHONBURI,พัทยาเหนือ,ชลบุรี,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,S079,S00117,HP-PHATTHALUNG,พัทลุง,พัทลุง,ภาคใต้,Active
โฮมโปร,S006,S00031,HP:PARADISE_PARK,พาราไดซ์พาร์ค,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,S026,S00359,HP-PHITSANULOK,พิษณุโลก,พิษณุโลก,ภาคเหนือ,Active
โฮมโปร,S115,S02211,HP:PHUTTAMONTHON_SAI_4-NAKHONPATHOM,พุทธมณฑล สาย 4,นครปฐม,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,S061,S00024,HP:PHUTTAMONTHON_SAI_5-NAKHONPATHOM,พุทธมณฑล สาย 5,นครปฐม,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,S104,S00001,HP:FUTURE_PARK-RANGSIT,ฟิวเจอร์พาร์ค รังสิต,ปทุมธานี,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,S001,S00884,HP:FUTURE_PARK-RANGSIT(S001),ฟิวเจอร์พาร์ค รังสิต,ปทุมธานี,กรุงเทพฯและภาคกลาง,Not active
โฮมโปร,S011,S00065,HP-PHUKET,ภูเก็ต,ภูเก็ต,ภาคใต้,Active
โฮมโปร,S052,S00016,HP:MAHACHAI-SAMUTSAKHON,มหาชัย,สมุทรสาคร,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,S093,S00640,HP:MARKET_PLACE-NANG_LIN_JEE,มาร์เก็ตเพลส นางลิ้นจี่,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,Not active
โฮมโปร,S099,S00132,HP-MUKDAHAN,มุกดาหาร,มุกดาหาร,ภาคตะวันออกเฉียงเหนือ,Active
โฮมโปร,S111,S00476,HP-RUAMCHOK-CHIANGMAI,รวมโชค,เชียงใหม่,ภาคเหนือ,Active
โฮมโปร,S043,S00089,HP-ROIET,ร้อยเอ็ด,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,Active
โฮมโปร,S031,S00111,HP-RAYONG,ระยอง,ระยอง,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,S101,S00032,HP:RANGSIT_KLONG4,รังสิต คลอง 4,ปทุมธานี,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,S009,S00074,HP:RATCHADA,รัชดาภิเษก,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,S002,S00083,HP:RATTANATHIBATE-NONTHABURI,รัตนาธิเบศร์,นนทบุรี,กรุงเทพฯและภาคกลาง,Not active
โฮมโปร,S054,S00018,HP-RATCHABURI,ราชบุรี,ราชบุรี,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,S022,S00028,HP:RATCHAPRUK,ราชพฤกษ์,นนทบุรี,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,S013,S00078,HP:RAMKAMHANG,รามคำแหง,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,S045,S00394,HP-LOPBURI,ลพบุรี,ลพบุรี,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,S105,S00012,HP:LADKRABANG,ลาดกระบัง,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,S016,S00045,HP:LADPRAO,ลาดพร้าว,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,S067,S00391,HP-LAMPANG,ลำปาง,ลำปาง,ภาคเหนือ,Active
โฮมโปร,S109,S00343,HP-LAMPHUN,ลำพูน,ลำพูน,ภาคเหนือ,Active
โฮมโปร,S039,S00055,HP:LAMLUKKA-PATHUMTHANI,ลำลูกกา,ปทุมธานี,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,S086,S00020,HP:SRINAKARIN,ศรีนครินทร์,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,S073,S00105,HP-SRIRACHA-CHONBURI,ศรีราชา,ชลบุรี,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,S046,S00069,HP-SAKONNAKHON,สกลนคร,สกลนคร,ภาคตะวันออกเฉียงเหนือ,Active
โฮมโปร,S077,S00227,HP-SAMUTSONGKHRAM,สมุทรสงคราม,สมุทรสงคราม,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,S062,S00063,HP-SARABURI,สระบุรี,สระบุรี,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,S071,S00010,HP-SANSAI-CHAINGMAI,สันทราย,เชียงใหม่,ภาคเหนือ,Active
โฮมโปร,S100,S00614,HP:SAMYAN_MITRTOWN,สามย่านมิตรทาวน์,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,S076,S00341,HP-SUKHOTHAI,สุโขทัย,สุโขทัย,ภาคเหนือ,Active
โฮมโปร,S102,S00006,HP:SUKSAWAD,สุขสวัสดิ์,สมุทรปราการ,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,S040,S00467,HP:SUKHAPIBAN3,สุขาภิบาล 3,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,S044,S00318,HP-SUPHANBURI,สุพรรณบุรี,สุพรรณบุรี,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,S058,S00041,HP-SURATTHANI,สุราษฎร์ธานี (เลี่ยงเมือง),สุราษฎร์ธานี,ภาคใต้,Active
โฮมโปร,S069,S00056,HP-SURIN,สุรินทร์,สุรินทร์,ภาคตะวันออกเฉียงเหนือ,Active
โฮมโปร,S024,S00005,HP:SUVARNBHUMI,สุวรรณภูมิ,สมุทรปราการ,กรุงเทพฯและภาคกลาง,Active
โฮมโปร,S611,S01188,HP-NONGHAN-UDONTHANI,หนองหาน,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,Not active
โฮมโปร,S072,S00160,HP-HUATALEY-NAKHONRATCHASIMA,หัวทะเล,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,Active
โฮมโปร,S023,S00017,HP-HUAHIN-PRACHUAPKHIRIKHAN,หัวหิน,ประจวบคีรีขันธ์,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,S032,S00044,HP-HANGDONG-CHIANGMAI,หางดง,เชียงใหม่,ภาคเหนือ,Active
โฮมโปร,S020,S00155,HP-HADYAI-SONGKHLA,หาดใหญ่,สงขลา,ภาคใต้,Active
โฮมโปร,S050,S00119,HP-HADYAI_2-SONGKHLA,หาดใหญ่ 2 กาญจนวนิช ,สงขลา,ภาคใต้,Active
โฮมโปร,S081,S00050,HP-AMATANAKORN-CHONBURI,อมตะนคร,ชลบุรี,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,S033,S00046,HP-AYUTTHAYA,อยุธยา,พระนครศรีอยุธยา,ภาคตะวันตกและตะวันออก,Active
โฮมโปร,S028,S00064,HP-UDONTHANI,อุดรธานี,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,Active
โฮมโปร,S053,S00127,HP-UBONRATCHATHANI,อุบลราชธานี,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,Active
โลตัส,5041,S00669,LT-SAMUI-SURATTHANI,เกาะสมุย,สุราษฎร์ธานี,ภาคใต้,Active
โลตัส,5115,S00652,LT-CHIANG_KONG-CHIANGRAI,เชียงของ,เชียงราย,ภาคเหนือ,Active
โลตัส,5526,S00718,LT-CHIANG_KAM-PHAYAO,เชียงคำ,พะเยา,ภาคเหนือ,Active
โลตัส,5137,S00803,LT-CHIANG_YUEN-MAHASARAKHAM,เชียงยืน,มหาสารคาม,ภาคตะวันออกเฉียงเหนือ,Active
โลตัส,5520,S00592,LT-DECH_UDOM-UBONRATCHATHANI,เดชอุดม,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,Active
โลตัส,5124,S00638,LT-THE_WALK-NAKHONSAWAN,เดอะวอคก์ นครสวรรค์,นครสวรรค์,ภาคเหนือ,Active
โลตัส,5072,S00520,LT-PHETCHABUN,เพชรบูรณ์,เพชรบูรณ์,ภาคเหนือ,Active
โลตัส,5089,S00660,LT-LOEI,เลย,เลย,ภาคตะวันออกเฉียงเหนือ,Active
