Model,Brand,Category,SubCategory,Active-Inactive,Remark,Update by,Update date
HWD-150000,HITACHI,Water dispenser,Hot/Cold,Active,,admin,01/08/2026
T2518VBTB,LG,Washing machine,Top Load,Active,,admin,01/08/2026
WS200D10,Hisense,Washing machine,Twin Tub,Active,,admin,01/08/2026
RF59DU4D/ST,Samsung,Refrigerator,!n/a,Active,,admin,01/08/2026
RT62MPSBG,TCL,Refrigerator,2 Door,Active,,admin,01/08/2026
T2519VSPB,LG,Washing machine,Top Load,Active,,admin,01/08/2026
WT141TL,TCL,Washing machine,Top Load,Active,,admin,01/08/2026
RF759N4TW1,Hisense,Freezer,!n/a,Active,,admin,01/08/2026
RVGX350PF-1,HITACHI,Refrigerator,2 Door,Active,,admin,01/08/2026
WW90T504DAW,Samsung,Washing machine,Top Load,Active,,admin,01/08/2026
WT2116SHBB,LG,Washing machine,Wash & Dry,Active,,admin,01/08/2026
HRTN6443GBKTH,HITACHI,Refrigerator,!n/a,Active,,admin,01/08/2026
WW11CGP44DSBST,Samsung,Washing machine,Top Load,Active,,admin,01/08/2026
RFT53DG7A14B1ST,Samsung,Refrigerator,!n/a,Active,,admin,01/08/2026
SF 170 ZCV SS,HITACHI,Washing machine,Top Load,Active,,admin,01/08/2026
TD-DH80SET,Toshiba,Washing machine,Dryer,Active,,admin,01/08/2026
VH-H140WT,Toshiba,Washing machine,Twin Tub,Active,,admin,01/08/2026
RH64A53F115,Samsung,Refrigerator,SBS,Active,,admin,01/08/2026
VH-J1400MT,Toshiba,Washing machine,Twin Tub,Active,,admin,01/08/2026
TD-K90MET,Toshiba,Washing machine,Top Load,Active,,admin,01/08/2026
OLED55Q5PSA,LG,Television,OLED,Active,,admin,01/08/2026
TD-T21B90HWT,Toshiba,Washing machine,Dryer,Active,,admin,01/08/2026
RT201N3ES7,Hisense,Refrigerator,2 Door,Active,,admin,01/08/2026
TD-T25BS110HWT,Toshiba,Washing machine,Top Load,Active,,admin,01/08/2026
WA18CG6886BV/ST,Samsung,Washing machine,Top Load,Active,,admin,01/08/2026
TD-T37BS90HWT(WT),Toshiba,Washing machine,Dryer,Active,,admin,01/08/2026
WA21CG6886BVST,Samsung,Washing machine,Top Load,Active,,admin,01/08/2026
THW-38MFNTH(W)-WB,Toshiba,Water heater,WH,Active,,admin,01/08/2026
PS-170WJT,HITACHI,Washing machine,Twin Tub,Active,,admin,01/08/2026
THW-45MFNTH(W)-WB,Toshiba,Water heater,WH,Active,,admin,01/08/2026
RT35CB564422/ST,Samsung,Refrigerator,2 Door,Active,,admin,01/08/2026
RQ518N4TBN,Hisense,Refrigerator,Multi Door,Active,,admin,01/08/2026
QA55Q65ABKXXT,Samsung,Television,QLED,Active,,admin,01/08/2026
TT12WARG,LG,Washing machine,Twin Tub,Active,,admin,01/08/2026
WD13BB944DGGST,Samsung,Washing machine,Wash & Dry,Active,,admin,01/08/2026
TT13WARG,LG,Washing machine,Twin Tub,Active,,admin,01/08/2026
WD25DB899BZST,Samsung,Washing machine,Wash & Dry,Active,,admin,01/08/2026
MR-180T,Mitsu Elec,Refrigerator,1 Door,Active,,admin,01/08/2026
QA55Q8F5AKXXT,Samsung,Television,QLED,Active,,admin,01/08/2026
RQ610N4TBNI3,Hisense,Refrigerator,Multi Door,Active,,admin,01/08/2026
QA55QN70TAKXXT,Samsung,Television,QLED,Active,,admin,01/08/2026
RQ662N4TWU,Hisense,Refrigerator,Multi Door,Active,,admin,01/08/2026
QA55S85FAEXXT,Samsung,Television,QLED,Active,,admin,01/08/2026
RQ758N4TBU,Hisense,Refrigerator,Multi Door,Active,,admin,01/08/2026
WT109FTTG,TCL,Washing machine,Twin Tub,Active,,admin,01/08/2026
MR-18TA,Mitsu Elec,Refrigerator,1 Door,Active,,admin,01/08/2026
RV09VHP4W1,LG,Washing machine,Top Load,Active,,admin,01/08/2026
TV2516VBTB,LG,Washing machine,Top Load,Active,,admin,01/08/2026
RV10VHP4B,LG,Washing machine,Dryer,Active,,admin,01/08/2026
TV2519DV3B,LG,Washing machine,Top Load,Active,,admin,01/08/2026
WT142FTG,TCL,Washing machine,Top Load,Active,,admin,01/08/2026
TV2521DV7B,LG,Washing machine,Top Load,Active,,admin,01/08/2026
RVG550PDX GBK,HITACHI,Refrigerator,!n/a,Active,,admin,01/08/2026
TW-BH85S2T,Toshiba,Washing machine,Front Load,Active,,admin,01/08/2026
RW230N4TSE,Hisense,Freezer,!n/a,Active,,admin,01/08/2026
TWD-BM135GF4T(SK),Toshiba,Washing machine,Wash & Dry,Active,,admin,01/08/2026
RWB640PTH1 GCK,HITACHI,Refrigerator,!n/a,Active,,admin,01/08/2026
MR-18TA-SL,Mitsu Elec,Refrigerator,!n/a,Active,,admin,01/08/2026
WT90F30,Hisense,Washing machine,Top Load,Active,,admin,01/08/2026
TWD-T21BU140UWT,Toshiba,Washing machine,Wash & Dry,Active,,admin,01/08/2026
RWF-W1664TK(K1),Toshiba,Water dispenser,Hot/Cold,Active,,admin,01/08/2026
RR209D4,Hisense,Refrigerator,1 Door,Active,,admin,01/08/2026
RWF-W1668BTH,Toshiba,Water heater,WH,Active,,admin,01/08/2026
TWD-T21BU95UWT(WW),Toshiba,Washing machine,Wash & Dry,Active,,admin,01/08/2026
RWF-W1668BTH(W),Toshiba,Water dispenser,Hot/Cold,Active,,admin,01/08/2026
RR209D4T,Hisense,Refrigerator,1 Door,Active,,admin,01/08/2026
WW90GFM05TWST,Samsung,Washing machine,Front Load,Active,,admin,01/08/2026
TWD-T25BZU155MWT,Toshiba,Washing machine,Wash & Dry,Active,,admin,01/08/2026
MR-LA65ES/GBK,Mitsu Elec,Refrigerator,!n/a,Active,,admin,01/08/2026
TWD-T25BZU15MWT(MG),Toshiba,Washing machine,Wash & Dry,Active,,admin,01/08/2026
VH-H85M,Toshiba,Washing machine,Twin Tub,Active,,admin,01/08/2026
MR-18TJA/DSL,Mitsu Elec,Refrigerator,!n/a,Active,,admin,01/08/2026
VH-J120MT,Toshiba,Washing machine,Twin Tub,Active,,admin,01/08/2026
TWH-38EFNTH(W),Toshiba,Water heater,WH,Active,,admin,01/08/2026
RS90F65D2FST,Samsung,Refrigerator,SBS,Active,,admin,01/08/2026
TWH-38MFNTH(K),Toshiba,Water heater,WH,Active,,admin,01/08/2026
VH-Q110MT,Toshiba,Washing machine,Twin Tub,Active,,admin,01/08/2026
TWH-38MFNTH(K)-CB,Toshiba,Water heater,WH,Active,,admin,01/08/2026
OLED65G5B3PSA,LG,Television,OLED,Active,,admin,01/08/2026
TWH-38MFNTH(W),Toshiba,Water heater,WH,Active,,admin,01/08/2026
WA10CG4545BY,Samsung,Washing machine,Top Load,Active,,admin,01/08/2026
TWH-38WTH,Toshiba,Water heater,WH,Active,,admin,01/08/2026
P470CDS,TCL,Refrigerator,Multi Door,Active,,admin,01/08/2026
HSC-330FLB,Hisense,Freezer,!n/a,Active,,admin,01/08/2026
LTL 12MVWOT CG,HITACHI,Washing machine,Top Load,Active,,admin,01/08/2026
TWH-45EMCNTH(K)-KB,Toshiba,Water heater,WH,Active,,admin,01/08/2026
RT25FGRADSA/ST,Samsung,Refrigerator,2 Door,Active,,admin,01/08/2026
TWH-45MCNTH(K)-KB,Toshiba,Water heater,WH,Active,,admin,01/08/2026
WA21CG6886BVHP,Samsung,Washing machine,Top Load,Active,,admin,01/08/2026
TWH-45WTH,Toshiba,Water heater,WH,Active,,admin,01/08/2026
WA23A8377GV/ST,Samsung,Washing machine,Top Load,Active,,admin,01/08/2026
MR-FC26ET/SSL,Mitsu Elec,Refrigerator,!n/a,Active,,admin,01/08/2026
WA40F12E4BST,Samsung,Washing machine,Top Load,Active,,admin,01/08/2026
TWH-48EFNTH(W),Toshiba,Water heater,WH,Active,,admin,01/08/2026
QA43Q65ABKXXT,Samsung,Television,QLED,Active,,admin,01/08/2026
TWH-48EFNTH(W)-CB,Toshiba,Water heater,WH,Active,,admin,01/08/2026
WA70F13E4LST,Samsung,Washing machine,Top Load,Active,,admin,01/08/2026
MR-FC26EY,Mitsu Elec,Refrigerator,2 Door,Active,,admin,01/08/2026
QA50Q7F4AKXXT,Samsung,Television,QLED,Active,,admin,01/08/2026
TWH-48MFNTH(K)-CB,Toshiba,Water heater,WH,Active,,admin,01/08/2026
RT419N4TSN,Hisense,Refrigerator,2 Door,Active,,admin,01/08/2026
TWH-48MFNTH(W),Toshiba,Water heater,WH,Active,,admin,01/08/2026
RT42CB664422ST,Samsung,Refrigerator,2 Door,Active,,admin,01/08/2026
TWH-60EFNTH(K)-RS,Toshiba,Water heater,WH,Active,,admin,01/08/2026
RT42CB6644BST,Samsung,Refrigerator,2 Door,Active,,admin,01/08/2026
LTL 10MOO CG,HITACHI,Washing machine,Top Load,Active,,admin,01/08/2026
QA55Q6FAAKXXT,Samsung,Television,QLED,Active,,admin,01/08/2026
TWP-W1743STH(W),Toshiba,Water dispenser,Hot/Cold,Active,,admin,01/08/2026
WD25DB8995BZST,Samsung,Washing machine,Front Load,Active,,admin,01/08/2026
MR-FC35ES/SSL,Mitsu Elec,Refrigerator,!n/a,Active,,admin,01/08/2026
RT47CB6644C2ST,Samsung,Refrigerator,2 Door,Active,,admin,01/08/2026
TW-T21BU115UWT,Toshiba,Washing machine,Front Load,Active,,admin,01/08/2026
QA55Q7F5AKXXT,Samsung,Television,QLED,Active,,admin,01/08/2026
MR-FC38ES,Mitsu Elec,Refrigerator,2 Door,Active,,admin,01/08/2026
RT52GCCDE,TCL,Refrigerator,Multi Door,Active,,admin,01/08/2026
TW-T21BU11S,Toshiba,Washing machine,Top Load,Active,,admin,01/08/2026
WF90F25ADSST,Samsung,Washing machine,Front Load,Active,,admin,01/08/2026
RS57DG4100B4ST,Samsung,Refrigerator,SBS,Active,,admin,01/08/2026
WFQY8014EVJM,Hisense,Washing machine,Front Load,Active,,admin,01/08/2026
MR-FC38ES.SSL,Mitsu Elec,Refrigerator,!n/a,Active,,admin,01/08/2026
WSRB1213UB,Hisense,Washing machine,Twin Tub,Active,,admin,01/08/2026
TW-T21BU95UWT(WW),Toshiba,Washing machine,Front Load,Active,,admin,01/08/2026
LTL H3MVWO,HITACHI,Washing machine,Top Load,Active,,admin,01/08/2026
RS62R50012C,Samsung,Refrigerator,SBS,Active,,admin,01/08/2026
LTL H3MVWOT CG,HITACHI,Washing machine,Top Load,Active,,admin,01/08/2026
TW-T25BZP140MWT,Toshiba,Washing machine,Top Load,Active,,admin,01/08/2026
WT10XCFLG,TCL,Washing machine,Top Load,Active,,admin,01/08/2026
TW-T37BZP115MWT,Toshiba,Washing machine,Front Load,Active,,admin,01/08/2026
HWD-B30000,HITACHI,Water dispenser,Hot/Cold,Active,,admin,01/08/2026
TW-T37BZP155MWT(WT),Toshiba,Washing machine,Front Load,Active,,admin,01/08/2026
QA75Q8F5AKXXT,Samsung,Television,QLED,Active,,admin,01/08/2026
RS62R5001B9,Samsung,Refrigerator,SBS,Active,,admin,01/08/2026
WT12XCWDG,TCL,Washing machine,Top Load,Active,,admin,01/08/2026
TX2522AT7G,LG,Washing machine,Top Load,Active,,admin,01/08/2026
WT1410NHEN,LG,Washing machine,Wash & Dry,Active,,admin,01/08/2026
RS64R5131B4,Samsung,Refrigerator,SBS,Active,,admin,01/08/2026
WT141TLG,TCL,Washing machine,Top Load,Active,,admin,01/08/2026
TX2725AT9G,LG,Washing machine,Top Load,Active,,admin,01/08/2026
RV510OPD,HITACHI,Refrigerator,2 Door,Active,,admin,01/08/2026
UA32H5000,Samsung,Television,UHD,Active,,admin,01/08/2026
RVG550PDX,HITACHI,Refrigerator,2 Door,Active,,admin,01/08/2026
UA32N4003AKXXT,Samsung,Television,UHD,Active,,admin,01/08/2026
WT161T,TCL,Washing machine,Top Load,Active,,admin,01/08/2026
UA32T4202AKXXT,Samsung,Television,UHD,Active,,admin,01/08/2026
WT173FTLG,TCL,Washing machine,Top Load,Active,,admin,01/08/2026
UA43F6000FKXXT,Samsung,Television,UHD,Active,,admin,01/08/2026
WT18ET,TCL,Washing machine,Top Load,Active,,admin,01/08/2026
UA43M75HAKXXT,Samsung,Television,UHD,Active,,admin,01/08/2026
RWB640PTH1,HITACHI,Refrigerator,!n/a,Active,,admin,01/08/2026
UA43U6000FKXXT,Samsung,Television,UHD,Active,,admin,01/08/2026
RWB640VFGMG,HITACHI,Refrigerator,!n/a,Active,,admin,01/08/2026
MR-FC38EY,Mitsu Elec,Refrigerator,2 Door,Active,,admin,01/08/2026
WT5T2015DT,Hisense,Washing machine,Top Load,Active,,admin,01/08/2026
RS670N4TBN,Hisense,Refrigerator,SBS,Active,,admin,01/08/2026
RWF-IW2469B(W),Toshiba,Water dispenser,Hot/Cold/Ice,Active,,admin,01/08/2026
UA55DU7000KXXT,Samsung,Television,UHD,Active,,admin,01/08/2026
WTWH-48MFNTH,Toshiba,Water heater,WH,Active,,admin,01/08/2026
RS700N4TBN,Hisense,Refrigerator,SBS,Active,,admin,01/08/2026
RWF-W1664TK(W1),Toshiba,Water heater,WH,Active,,admin,01/08/2026
MR-FV22T/OB,Mitsu Elec,Refrigerator,2 Door,Active,,admin,01/08/2026
WW12BB944DGBST,Samsung,Washing machine,Top Load,Active,,admin,01/08/2026
UA65DU7000KXXT,Samsung,Television,UHD,Active,,admin,01/08/2026
WW12CGP44DSBST,Samsung,Washing machine,Top Load,Active,,admin,01/08/2026
LTL 12MVW0T DG,HITACHI,Washing machine,Top Load,Active,,admin,01/08/2026
WW13BB944DGHST,Samsung,Washing machine,Front Load,Active,,admin,01/08/2026
UA65Q7F4AKXXT,Samsung,Television,UHD,Active,,admin,01/08/2026
RWF-W1917TK(K),Toshiba,Water dispenser,Hot/Cold,Active,,admin,01/08/2026
RS70F65Q1BST,Samsung,Refrigerator,SBS,Active,,admin,01/08/2026
WW90FG3M05TWST,Samsung,Washing machine,Front Load,Active,,admin,01/08/2026
RS70F65Q2BST,Samsung,Refrigerator,SBS,Active,,admin,01/08/2026
LTL12MVWOT,HITACHI,Washing machine,Top Load,Active,,admin,01/08/2026
UA85DU8100KXXT,Samsung,Television,UHD,Active,,admin,01/08/2026
UA85U8000FKXXT,Samsung,Television,UHD,Active,,admin,01/08/2026
TD-BK110GHT(SK),Toshiba,Washing machine,Dryer,Active,,admin,01/08/2026
GR-RF665WIA (MD4),Toshiba,Refrigerator,Multi Door,Active,,admin,01/08/2026
HR1S5188MNBSLT,HITACHI,Refrigerator,1 Door,Active,,admin,01/08/2026
B452PGFQ,LG,Refrigerator,!n/a,Active,,admin,01/08/2026
EQE4900A-B,Electrolux,Refrigerator,Multi Door,Active,,admin,01/08/2026
43NU855BPSA,LG,Television,!n/a,Active,,admin,01/08/2026
EQE5660A-B,Electrolux,Refrigerator,Multi Door,Active,,admin,01/08/2026
GR-RS780WI,Toshiba,Refrigerator,SBS,Active,,admin,01/08/2026
ESE5100B-B,Electrolux,Refrigerator,SBS,Active,,admin,01/08/2026
BD-D802HVOW,HITACHI,Washing machine,Wash & Dry,Active,,admin,01/08/2026
ET195FTLG,TCL,Washing machine,Top Load,Active,,admin,01/08/2026
65P635,TCL,Television,!n/a,Active,,admin,01/08/2026
ETB2802J-A,Electrolux,Refrigerator,2 Door,Active,,admin,01/08/2026
AW-DUHN2000QT,Toshiba,Washing machine,Top Load,Active,,admin,01/08/2026
ETM2500A-B,Electrolux,Refrigerator,2 Door,Active,,admin,01/08/2026
GR-RF895WIA (MD4),Toshiba,Refrigerator,Multi Door,Active,,admin,01/08/2026
ETM3100L-B,Electrolux,Refrigerator,2 Door,Active,,admin,01/08/2026
B212PFNF,LG,Refrigerator,!n/a,Active,,admin,01/08/2026
ETM3400L-B,Electrolux,Refrigerator,2 Door,Active,,admin,01/08/2026
40E4Q,Hisense,Television,!n/a,Active,,admin,01/08/2026
ETM4302C-B,Electrolux,Refrigerator,2 Door,Active,,admin,01/08/2026
HES-38GS,HITACHI,Water heater,WH,Active,,admin,01/08/2026
ETM5002C-B,Electrolux,Refrigerator,2 Door,Active,,admin,01/08/2026
HRSN9552DDXT,HITACHI,Refrigerator,SBS,Active,,admin,01/08/2026
EUM0500AD-T,Electrolux,Refrigerator,1 Door,Active,,admin,01/08/2026
65P7L,TCL,Television,!n/a,Active,,admin,01/08/2026
EUM0930AD-T,Electrolux,Refrigerator,1 Door,Active,,admin,01/08/2026
AW-DUHN1800QT,Toshiba,Washing machine,Top Load,Active,,admin,01/08/2026
EWE351PX-DWX5,Electrolux,Water heater,WH,Active,,admin,01/08/2026
GR-RF610WE-PGT,Toshiba,Refrigerator,Multi Door,Active,,admin,01/08/2026
EWE351QX-W4,Electrolux,Water heater,WH,Active,,admin,01/08/2026
GR-RF690WI (MD4),Toshiba,Refrigerator,Multi Door,Active,,admin,01/08/2026
EWE381X1G6,Electrolux,Water heater,WH,Active,,admin,01/08/2026
43Q6Q,Hisense,Television,QLED,Active,,admin,01/08/2026
EWE451PX-DWX5,Electrolux,Water heater,WH,Active,,admin,01/08/2026
GR-RS910WI-PMTH,Toshiba,Refrigerator,SBS,Active,,admin,01/08/2026
EWE451QX-W4,Electrolux,Water heater,WH,Active,,admin,01/08/2026
GR-RT303WE-PM,Toshiba,Refrigerator,2 Door,Active,,admin,01/08/2026
EWE481RX1G6,Electrolux,Water heater,WH,Active,,admin,01/08/2026
GR-RT329WE-PMTH,Toshiba,Refrigerator,2 Door,Active,,admin,01/08/2026
50P7K,TCL,Television,!n/a,Active,,admin,01/08/2026
GR-RT535WEAMTH,Toshiba,Refrigerator,2 Door,Active,,admin,01/08/2026
EWF1024D3WC,Electrolux,Washing machine,Front Load,Active,,admin,01/08/2026
D382PQMB,LG,Refrigerator,!n/a,Active,,admin,01/08/2026
32LM550BPTA,LG,Television,!n/a,Active,,admin,01/08/2026
HES-48GS,HITACHI,Water heater,WH,Active,,admin,01/08/2026
EWF1143R7SC,Electrolux,Washing machine,Front Load,Active,,admin,01/08/2026
HRCJ7145MNWTH,HITACHI,Freezer,!n/a,Active,,admin,01/08/2026
EWF1342R7WO,Electrolux,Washing machine,Front Load,Active,,admin,01/08/2026
HRT6408SGBKYH,HITACHI,Refrigerator,2 Door,Active,,admin,01/08/2026
EWF1342R9SC,Electrolux,Washing machine,Front Load,Active,,admin,01/08/2026
EDH803J5WC,Electrolux,Washing machine,Dryer,Active,,admin,01/08/2026
EWF1343P5WC,Electrolux,Washing machine,Front Load,Active,,admin,01/08/2026
GR-D189SH/MS,Toshiba,Refrigerator,1 Door,Active,,admin,01/08/2026
EWF8024D3WB,Electrolux,Washing machine,Front Load,Active,,admin,01/08/2026
GR-J297WLBN,LG,Refrigerator,!n/a,Active,,admin,01/08/2026
EWF8024QD3W,Electrolux,Washing machine,Front Load,Active,,admin,01/08/2026
AW-DUHN1900QT,Toshiba,Washing machine,Top Load,Active,,admin,01/08/2026
EWF9023P5SC,Electrolux,Washing machine,Front Load,Active,,admin,01/08/2026
GR-RC390CE-DMT,Toshiba,Freezer,!n/a,Active,,admin,01/08/2026
65QNED86ASA,LG,Television,QLED,Active,,admin,01/08/2026
GR-RF611WI (MD4),Toshiba,Refrigerator,Multi Door,Active,,admin,01/08/2026
EWF9024D3WO,Electrolux,Washing machine,Front Load,Active,,admin,01/08/2026
GR-RF677WI-PGTH,LG,Refrigerator,Multi Door,Active,,admin,01/08/2026
EWF9042Q7WB,Electrolux,Washing machine,Front Load,Active,,admin,01/08/2026
GR-RF695WI (MD4),Toshiba,Refrigerator,Multi Door,Active,,admin,01/08/2026
EWW1023P5S,Electrolux,Washing machine,Wash & Dry,Active,,admin,01/08/2026
GR-RF900WI-PMTH,Toshiba,Refrigerator,Multi Door,Active,,admin,01/08/2026
50UA7350PSB,LG,Television,UHD,Active,,admin,01/08/2026
GR-RS755WIA SBS,Toshiba,Refrigerator,SBS,Active,,admin,01/08/2026
EWW1143R7SC,Electrolux,Washing machine,Front Load,Active,,admin,01/08/2026
12MVW0T GG,HITACHI,Washing machine,Top Load,Active,,admin,01/08/2026
EWW1342R9SC,Electrolux,Washing machine,Front Load,Active,,admin,01/08/2026
43UA7350,LG,Television,UHD,Active,,admin,01/08/2026
EWW1343P5S,Electrolux,Washing machine,Wash & Dry,Active,,admin,01/08/2026
GR-RT268WE-PMTH(68),Toshiba,Refrigerator,2 Door,Active,,admin,01/08/2026
43C350RP,Toshiba,Television,!n/a,Active,,admin,01/08/2026
GR-RT303WE-PMT(52),Toshiba,Refrigerator,2 Door,Active,,admin,01/08/2026
EWW8024E3W,Electrolux,Washing machine,Front Load,Active,,admin,01/08/2026
GR-RT329WE,Toshiba,Refrigerator,2 Door,Active,,admin,01/08/2026
EWW8024P3W,Electrolux,Washing machine,Wash & Dry,Active,,admin,01/08/2026
GR-RT349WE-PMTH(68),Toshiba,Refrigerator,2 Door,Active,,admin,01/08/2026
EWW8024P3WC,Electrolux,Washing machine,Wash & Dry,Active,,admin,01/08/2026
GR-RT535,Toshiba,Refrigerator,2 Door,Active,,admin,01/08/2026
65UA8450PSA,LG,Television,UHD,Active,,admin,01/08/2026
BD-B802HV0W,HITACHI,Washing machine,Wash & Dry,Active,,admin,01/08/2026
F119TMG,TCL,Refrigerator,2 Door,Active,,admin,01/08/2026
CG-B47MGAH,LG,Refrigerator,Multi Door,Active,,admin,01/08/2026
F201FTTW,TCL,Washing machine,Twin Tub,Active,,admin,01/08/2026
HES-38G BK,HITACHI,Water heater,WH,Active,,admin,01/08/2026
50US500AN,ACONATIC,Television,!n/a,Active,,admin,01/08/2026
HES-48G BK,HITACHI,Water heater,WH,Active,,admin,01/08/2026
F212TAWT,TCL,Washing machine,Twin Tub,Active,,admin,01/08/2026
HR1S5142MNPMBTH,HITACHI,Refrigerator,1 Door,Active,,admin,01/08/2026
65US2000AN,ACONATIC,Television,!n/a,Active,,admin,01/08/2026
65M450RP,Toshiba,Television,QLED,Active,,admin,01/08/2026
F2515RNEW,LG,Washing machine,Front Load,Active,,admin,01/08/2026
HRCJ9200MNWTH,HITACHI,Freezer,!n/a,Active,,admin,01/08/2026
F2515RTPW,LG,Washing machine,Front Load,Active,,admin,01/08/2026
HRSN9713ESUT,HITACHI,Refrigerator,SBS,Active,,admin,01/08/2026
65US210AN,ACONATIC,Television,!n/a,Active,,admin,01/08/2026
43UQ7050PSA,LG,Television,!n/a,Active,,admin,01/08/2026
F2515STPW,LG,Washing machine,Front Load,Active,,admin,01/08/2026
32D3400,TCL,Television,!n/a,Active,,admin,01/08/2026
F2725SVRB,LG,Washing machine,Front Load,Active,,admin,01/08/2026
65P7K,TCL,Television,QLED,Active,,admin,01/08/2026
F452PQAK,LG,Refrigerator,!n/a,Active,,admin,01/08/2026
55QNED86ASA,LG,Television,QLED,Active,,admin,01/08/2026
65US410AN,ACONATIC,Television,!n/a,Active,,admin,01/08/2026
AN-FR468,ACONATIC,Refrigerator,MINI BAR,Active,,admin,01/08/2026
32LQ630BPSA,LG,Television,!n/a,Active,,admin,01/08/2026
32HD511,ACONATIC,Television,!n/a,Active,,admin,01/08/2026
FB1208S5W,LG,Washing machine,Front Load,Active,,admin,01/08/2026
GR-R780WI-PGT,Toshiba,Refrigerator,SBS,Active,,admin,01/08/2026
FB1209S5M,LG,Washing machine,Front Load,Active,,admin,01/08/2026
GR-RC130CE-DMT,Toshiba,Freezer,!n/a,Active,,admin,01/08/2026
43HS410AN,ACONATIC,Television,!n/a,Active,,admin,01/08/2026
GR-RC259CE-DMT,Toshiba,Freezer,!n/a,Active,,admin,01/08/2026
F-C145TH1,HITACHI,Freezer,ตู้แช่ทึบ,Active,,admin,01/08/2026
GR-RC390CE 10.3,Toshiba,Freezer,!n/a,Active,,admin,01/08/2026
F-C316TH1,HITACHI,Freezer,ตู้แช่ทึบ,Active,,admin,01/08/2026
55U6K,Hisense,Television,!n/a,Active,,admin,01/08/2026
FLP611FLW,TCL,Washing machine,Top Load,Active,,admin,01/08/2026
GR-RF610WE-PMT (MD4),Toshiba,Refrigerator,Multi Door,Active,,admin,01/08/2026
65UT8050,LG,Television,!n/a,Active,,admin,01/08/2026
43P79B,TCL,Television,!n/a,Active,,admin,01/08/2026
FV1408S4W,LG,Washing machine,Front Load,Active,,admin,01/08/2026
GR-RF665WIA-PGTH(22),Toshiba,Refrigerator,Multi Door,Active,,admin,01/08/2026
43HS701AN,ACONATIC,Television,!n/a,Active,,admin,01/08/2026
GR-RF677WI-PGTH(22),Toshiba,Refrigerator,Multi Door,Active,,admin,01/08/2026
FV1410S3MA,LG,Washing machine,Front Load,Active,,admin,01/08/2026
55UA8450PSA,LG,Television,UHD,Active,,admin,01/08/2026
55C6K,TCL,Television,QLED,Active,,admin,01/08/2026
32SMU9000AN,ACONATIC,Television,!n/a,Active,,admin,01/08/2026
FV1411H2BA,LG,Washing machine,Wash & Dry,Active,,admin,01/08/2026
GR-RF895WIA-PGTH(22),Toshiba,Refrigerator,Multi Door,Active,,admin,01/08/2026
55M450RP,Toshiba,Television,QLED,Active,,admin,01/08/2026
AW-DUN1700M,Toshiba,Washing machine,Top Load,Active,,admin,01/08/2026
43NAND80AS,LG,Television,UHD,Active,,admin,01/08/2026
GR-RS611WI,Toshiba,Refrigerator,Multi Door,Active,,admin,01/08/2026
55NU855BPSA,LG,Television,!n/a,Active,,admin,01/08/2026
GR-RS755WIA-PGTH,Toshiba,Refrigerator,SBS,Active,,admin,01/08/2026
75P7K,TCL,Television,QLED,Active,,admin,01/08/2026
GR-RS780WI SBS,Toshiba,Refrigerator,SBS,Active,,admin,01/08/2026
75P7L,TCL,Television,!n/a,Active,,admin,01/08/2026
GR-RS780WI-PMT(06),Toshiba,Refrigerator,SBS,Active,,admin,01/08/2026
FV1450S2B,LG,Washing machine,Front Load,Active,,admin,01/08/2026
AW-M1100PT,Toshiba,Washing machine,Top Load,Active,,admin,01/08/2026
FWF-1141R9SB,Electrolux,Washing machine,Front Load,Active,,admin,01/08/2026
55US900AN,ACONATIC,Television,!n/a,Active,,admin,01/08/2026
FWF-1143R7SC,Electrolux,Washing machine,Front Load,Active,,admin,01/08/2026
B257KGHW,LG,Refrigerator,!n/a,Active,,admin,01/08/2026
75QNED80SRA,LG,Television,QLED,Active,,admin,01/08/2026
B257KLJW,LG,Refrigerator,!n/a,Active,,admin,01/08/2026
75QNED82ASA,LG,Television,QLED,Active,,admin,01/08/2026
GR-RT303WE-PMT,Toshiba,Refrigerator,2 Door,Active,,admin,01/08/2026
GC-B202MQBR,LG,Refrigerator,2 Door,Active,,admin,01/08/2026
B392PGFB,LG,Refrigerator,!n/a,Active,,admin,01/08/2026
GC-B202SQBB,LG,Refrigerator,2 Door,Active,,admin,01/08/2026
GR-RT325WE-PMT,Toshiba,Refrigerator,2 Door,Active,,admin,01/08/2026
GC-B257KLJW,LG,Refrigerator,SBS,Active,,admin,01/08/2026
GR-RT329WEPM,Toshiba,Refrigerator,2 Door,Active,,admin,01/08/2026
GC-B47FMGAH,LG,Refrigerator,!n/a,Active,,admin,01/08/2026
BD100XFVEADM,HITACHI,Washing machine,Front Load,Active,,admin,01/08/2026
GC-L257SFZW,LG,Refrigerator,!n/a,Active,,admin,01/08/2026
GR-RT412WE,Toshiba,Refrigerator,2 Door,Active,,admin,01/08/2026
GC-X257SOZW,LG,Refrigerator,SBS,Active,,admin,01/08/2026
40HD514AN,ACONATIC,Television,!n/a,Active,,admin,01/08/2026
75T6D,TCL,Television,QLED,Active,,admin,01/08/2026
65C645,TCL,Television,!n/a,Active,,admin,01/08/2026
43NAND81AS,LG,Television,UHD,Active,,admin,01/08/2026
GR-RT535WEA-PMTH,Toshiba,Refrigerator,2 Door,Active,,admin,01/08/2026
75US210AN,ACONATIC,Television,!n/a,Active,,admin,01/08/2026
65C655,TCL,Television,QLED,Active,,admin,01/08/2026
